ID	Type	RA	Decl	I	V	V_I	P	A_1	A_2
OGLE-LMC-ECL-28184	ELL	04:59:05.31	-68:46:26.1	18.541	18.499	-0.042	1.88888110	0.083	0.078
OGLE-LMC-ECL-28186	ELL	04:59:05.93	-69:30:12.6	18.230	19.517	1.287	42.23293070	0.221	0.213
OGLE-LMC-ECL-28191	ELL	04:59:08.24	-68:03:00.3	19.480	19.827	0.347	1.17140340	0.382	0.271
OGLE-LMC-ECL-28214	C	04:59:17.53	-65:48:48.7	13.395	13.989	0.594	0.39461330	0.363	0.355
OGLE-LMC-ECL-28269	C	04:59:34.15	-65:59:43.6	19.647	19.766	0.119	0.53565490	0.494	0.483
OGLE-LMC-ECL-28278	ELL	04:59:36.49	-65:45:32.8	17.657	18.128	0.471	13.85358510	0.171	0.117
OGLE-LMC-ECL-28283	C	04:59:37.41	-68:34:14.9	18.535	18.609	0.074	0.51904490	0.263	0.245
OGLE-LMC-ECL-28287	C	04:59:39.62	-66:33:27.7	17.694	17.633	-0.061	0.51602510	0.091	0.088
OGLE-LMC-ECL-28298	ELL	04:59:42.30	-69:26:49.1	15.750	15.725	-0.025	2.14433120	0.035	0.013
OGLE-LMC-ECL-28329	ELL	04:59:53.44	-70:18:34.1	15.858	17.187	1.329	88.61782550	0.184	0.164
OGLE-LMC-ECL-28338	ELL	04:59:56.40	-71:38:17.0	17.714	17.735	0.021	1.28195430	0.104	0.042
OGLE-LMC-ECL-28369	ELL	05:00:06.52	-71:32:36.5	16.300	16.258	-0.042	2.39798080	0.044	0.015
OGLE-LMC-ECL-28373	ELL	05:00:07.86	-65:31:42.2	18.510	18.556	0.046	0.73682700	0.141	0.088
OGLE-LMC-ECL-28382	ELL	05:00:10.63	-66:28:51.2	17.939	18.604	0.665	0.36699400	0.093	0.088
OGLE-LMC-ECL-28396	ELL	05:00:16.21	-70:09:10.3	15.716	15.561	-0.155	2.64256060	0.131	0.107
OGLE-LMC-ECL-28404	ELL	05:00:18.72	-66:03:46.7	14.914	14.734	-0.180	2.34543640	0.125	0.088
OGLE-LMC-ECL-28428	ELL	05:00:25.12	-65:54:18.1	18.852	18.808	-0.044	1.29875170	0.113	0.109
OGLE-LMC-ECL-28445	ELL	05:00:31.38	-72:08:09.9	19.387	19.569	0.182	0.55392290	0.275	0.122
OGLE-LMC-ECL-28451	ELL	05:00:32.54	-69:29:21.8	16.063	16.105	0.042	7.52715870	0.101	0.019
OGLE-LMC-ECL-28454	ELL	05:00:33.50	-65:53:56.8	16.747	16.867	0.120	2.28383580	0.070	0.021
OGLE-LMC-ECL-28458	ELL	05:00:35.56	-66:36:07.5	17.557	17.454	-0.103	1.23023490	0.110	0.055
OGLE-LMC-ECL-28463	ELL	05:00:36.63	-71:31:30.2	16.571	16.549	-0.022	3.55430380	0.168	0.093
OGLE-LMC-ECL-28474	ELL	05:00:41.36	-68:27:46.7	16.492	16.540	0.048	6.70152390	0.157	0.120
OGLE-LMC-ECL-28492	C	05:00:47.68	-68:47:12.5	19.593	20.059	0.466	1.41448510	0.288	0.247
OGLE-LMC-ECL-28511	ELL	05:00:51.02	-68:34:35.3	18.546	19.498	0.952	71.80160290	0.219	0.205
OGLE-LMC-ECL-28520	ELL	05:00:53.99	-70:25:49.4	17.521	17.541	0.020	2.86486740	0.099	0.042
OGLE-LMC-ECL-28522	ELL	05:00:55.22	-65:49:56.8	16.043	15.866	-0.177	1.76746770	0.029	0.012
OGLE-LMC-ECL-28529	ELL	05:00:56.74	-71:03:05.3	17.720	17.774	0.054	5.57435060	0.075	0.073
OGLE-LMC-ECL-28546	ELL	05:01:04.90	-69:39:21.8	15.889	17.238	1.349	229.62300080	0.030	0.013
OGLE-LMC-ECL-28591	ELL	05:01:27.21	-67:50:25.0	16.477	17.497	1.020	122.37660160	0.126	0.121
OGLE-LMC-ECL-28607	ELL	05:01:31.53	-68:30:22.1	17.151	18.089	0.938	122.28635570	0.086	0.084
OGLE-LMC-ECL-28611	ELL	05:01:33.89	-67:29:30.0	16.544	17.291	0.747	0.35673780	0.078	0.076
OGLE-LMC-ECL-28614	ELL	05:01:35.30	-69:52:42.2	15.855	15.787	-0.068	1.43711550	0.028	0.020
OGLE-LMC-ECL-28635	ELL	05:01:47.14	-69:09:54.4	17.172	17.312	0.140	5.14811830	0.073	0.020
OGLE-LMC-ECL-28637	ELL	05:01:47.50	-67:39:19.5	15.664	15.578	-0.086	1.48909120	0.055	0.026
OGLE-LMC-ECL-28639	ELL	05:01:48.60	-68:10:32.3	18.485	19.576	1.091	14.77565500	0.166	0.130
OGLE-LMC-ECL-28644	ELL	05:01:52.47	-68:11:25.7	16.917	18.034	1.117	239.38000770	0.115	0.107
OGLE-LMC-ECL-28647	ELL	05:01:53.46	-69:17:35.5	16.754	16.773	0.019	2.34826490	0.082	0.042
OGLE-LMC-ECL-28655	ELL	05:01:57.44	-66:16:53.5	14.876	14.740	-0.136	6.08403310	0.081	0.034
OGLE-LMC-ECL-28672	ELL	05:02:04.47	-67:37:18.3	17.130	17.095	-0.035	1.30238550	0.047	0.025
OGLE-LMC-ECL-28677	ELL	05:02:06.39	-66:04:34.7	15.569	15.453	-0.116	2.79171660	0.127	0.065
OGLE-LMC-ECL-28710	ELL	05:02:18.58	-68:08:52.2	19.190	19.833	0.643	8.51159510	0.210	0.195
OGLE-LMC-ECL-28735	ELL	05:02:30.19	-68:08:51.9	19.255	19.436	0.181	1.16231070	0.204	0.117
OGLE-LMC-ECL-28738	ELL	05:02:31.11	-68:36:45.2	16.728	18.056	1.328	69.66330820	0.060	0.023
OGLE-LMC-ECL-28758	ELL	05:02:36.97	-65:23:21.7	18.000	18.962	0.962	1.81355040	0.158	0.157
OGLE-LMC-ECL-28783	ELL	05:02:41.72	-66:50:55.0	17.401	17.288	-0.113	18.63218380	0.093	0.089
OGLE-LMC-ECL-28789	ELL	05:02:45.53	-65:50:50.4	16.789	16.807	0.018	2.98252180	0.062	0.012
OGLE-LMC-ECL-28814	ELL	05:02:55.34	-69:08:32.2	15.360	16.975	1.615	176.13660280	0.127	0.103
OGLE-LMC-ECL-28815	ELL	05:02:55.99	-71:39:01.1	14.704	15.843	1.139	0.24054200	0.231	0.224
OGLE-LMC-ECL-28822	ELL	05:02:57.91	-68:10:02.2	17.576	17.576	0.000	1.91261380	0.104	0.036
OGLE-LMC-ECL-28848	ELL	05:03:08.00	-68:53:57.3	16.080	16.041	-0.039	4.57709620	0.082	0.032
OGLE-LMC-ECL-28859	ELL	05:03:10.74	-67:05:51.9	18.188	18.150	-0.038	1.14747880	0.129	0.048
OGLE-LMC-ECL-28865	ELL	05:03:12.60	-66:55:18.7	15.969	15.840	-0.129	1.49661360	0.074	0.035
OGLE-LMC-ECL-28867	ELL	05:03:14.28	-66:04:40.0	14.932	14.834	-0.098	7.09650550	0.036	0.008
OGLE-LMC-ECL-28872	ELL	05:03:22.38	-66:16:56.9	15.795	15.659	-0.136	1.80162220	0.090	0.056
OGLE-LMC-ECL-28876	ELL	05:03:24.72	-69:17:22.6	17.241	17.187	-0.054	1.01643700	0.091	0.061
OGLE-LMC-ECL-28877	ELL	05:03:25.24	-70:11:57.1	15.802	15.708	-0.094	3.26082860	0.142	0.078
OGLE-LMC-ECL-28879	ELL	05:03:25.79	-68:47:16.5	16.002	15.934	-0.068	3.07836680	0.078	0.052
OGLE-LMC-ECL-28887	ELL	05:03:28.17	-65:14:21.5	15.226	16.102	0.876	0.78112380	0.081	0.076
OGLE-LMC-ECL-28890	C	05:03:28.84	-69:05:57.7	18.525	18.511	-0.014	0.42870650	0.428	0.427
OGLE-LMC-ECL-28906	ELL	05:03:33.88	-71:34:55.6	16.707	18.921	2.214	0.17750800	0.128	0.081
OGLE-LMC-ECL-28908	C	05:03:34.06	-69:18:04.3	19.838	20.143	0.305	0.49846520	0.505	0.419
OGLE-LMC-ECL-28931	ELL	05:03:41.35	-70:44:04.4	15.473	15.314	-0.159	1.64516480	0.111	0.068
OGLE-LMC-ECL-28936	ELL	05:03:42.58	-68:13:51.8	16.076	15.975	-0.101	2.27870290	0.085	0.041
OGLE-LMC-ECL-28958	ELL	05:03:48.93	-67:59:32.4	18.006	18.087	0.081	2.18735510	0.109	0.050
OGLE-LMC-ECL-28961	C	05:03:49.23	-68:30:40.1	19.898	20.195	0.297	0.89276240	0.306	0.291
OGLE-LMC-ECL-28967	ELL	05:03:50.51	-71:44:44.7	16.348	16.242	-0.106	2.69653970	0.161	0.051
OGLE-LMC-ECL-28968	ELL	05:03:50.66	-71:53:15.3	15.809	17.270	1.461	75.86703700	0.160	0.098
OGLE-LMC-ECL-29000	C	05:03:59.59	-66:09:53.5	17.917	17.954	0.037	0.85421610	0.141	0.120
OGLE-LMC-ECL-29014	C	05:04:04.37	-68:13:26.4	19.593	20.207	0.614	1.58632430	0.218	0.203
OGLE-LMC-ECL-29020	ELL	05:04:06.87	-69:01:15.6	16.250	16.240	-0.010	3.81401030	0.118	0.053
OGLE-LMC-ECL-29022	ELL	05:04:07.60	-66:10:55.5	14.954	14.822	-0.132	6.00438030	0.122	0.071
OGLE-LMC-ECL-29031	ELL	05:04:10.41	-69:18:13.5	15.948	17.400	1.452	4.09128370	0.170	0.168
OGLE-LMC-ECL-29035	C	05:04:11.47	-71:14:57.4	15.222	16.503	1.281	0.23982180	0.638	0.606
OGLE-LMC-ECL-29045	ELL	05:04:14.17	-64:30:57.8	17.708	17.769	0.061	1.39342350	0.252	0.161
OGLE-LMC-ECL-29048	ELL	05:04:14.99	-68:09:57.3	17.348	17.389	0.041	4.43442310	0.061	0.020
OGLE-LMC-ECL-29069	C	05:04:19.91	-68:19:13.7	19.780	20.084	0.304	0.93164900	0.386	0.267
OGLE-LMC-ECL-29094	ELL	05:04:27.25	-70:44:46.9	17.141	16.992	-0.149	1.51200460	0.042	0.021
OGLE-LMC-ECL-29102	ELL	05:04:28.65	-65:58:24.2	18.756	18.870	0.114	1.07657560	0.150	0.088
OGLE-LMC-ECL-29109	ELL	05:04:29.84	-65:46:10.2	18.169	19.100	0.931	0.66485320	0.087	0.085
OGLE-LMC-ECL-29130	ELL	05:04:36.43	-70:35:06.6	17.025	16.965	-0.060	1.53218370	0.112	0.066
OGLE-LMC-ECL-29132	ELL	05:04:36.95	-70:41:15.1	17.266	14.812	-2.454	2.81414830	0.105	0.063
OGLE-LMC-ECL-29140	ELL	05:04:40.25	-65:40:48.2	17.944	19.005	1.061	13.47864230	0.169	0.132
OGLE-LMC-ECL-29152	ELL	05:04:43.64	-68:03:28.1	16.201	16.436	0.235	14.74010410	0.045	0.019
OGLE-LMC-ECL-29163	ELL	05:04:47.33	-68:43:02.5	16.778	16.693	-0.085	1.10416370	0.123	0.084
OGLE-LMC-ECL-29166	ELL	05:04:51.30	-68:51:43.3	17.019	16.993	-0.026	1.07662640	0.069	0.042
OGLE-LMC-ECL-29171	ELL	05:04:52.14	-68:56:06.2	19.112	19.158	0.046	0.59707530	0.325	0.164
OGLE-LMC-ECL-29174	C	05:04:54.19	-68:45:21.5	19.708	20.107	0.399	0.90797100	0.306	0.283
OGLE-LMC-ECL-29196	ELL	05:05:03.27	-67:19:17.8	18.104	18.086	-0.018	7.84812070	0.095	0.084
OGLE-LMC-ECL-29198	C	05:05:04.49	-65:47:38.9	18.268	18.253	-0.015	1.14652360	0.125	0.120
OGLE-LMC-ECL-29210	ELL	05:05:07.38	-66:11:38.4	15.044	14.889	-0.155	3.30183640	0.055	0.030
OGLE-LMC-ECL-29215	C	05:05:08.85	-69:05:40.4	19.313	19.823	0.510	0.95999950	0.192	0.171
OGLE-LMC-ECL-29218	ELL	05:05:09.89	-68:08:41.6	15.760	17.202	1.442	95.89625400	0.156	0.122
OGLE-LMC-ECL-29232	C	05:05:16.60	-68:56:56.6	19.018	19.398	0.380	0.97470570	0.172	0.129
OGLE-LMC-ECL-29281	ELL	05:05:33.53	-69:08:05.3	17.485	17.621	0.136	1.30224720	0.146	0.111
OGLE-LMC-ECL-29282	ELL	05:05:33.74	-67:01:02.3	19.511	19.660	0.149	0.61391440	0.403	0.260
OGLE-LMC-ECL-29289	ELL	05:05:35.96	-71:43:21.9	17.188	17.280	0.092	5.43082080	0.103	0.025
OGLE-LMC-ECL-29317	ELL	05:05:45.59	-69:12:52.2	15.792	15.807	0.015	5.98213680	0.085	0.030
OGLE-LMC-ECL-29353	ELL	05:05:55.91	-68:24:27.1	16.115	16.009	-0.106	2.13746730	0.113	0.072
OGLE-LMC-ECL-29359	ELL	05:05:57.83	-68:41:18.2	15.702	15.561	-0.141	2.82750030	0.070	0.059
OGLE-LMC-ECL-29365	ELL	05:05:59.13	-71:43:27.4	17.464	17.463	-0.001	2.88311590	0.083	0.034
OGLE-LMC-ECL-29386	ELL	05:06:04.00	-68:05:51.5	18.386	19.671	1.285	134.63700540	0.136	0.134
OGLE-LMC-ECL-29404	ELL	05:06:10.61	-68:05:43.3	13.333	13.365	0.032	8.85507230	0.127	0.083
OGLE-LMC-ECL-29405	ELL	05:06:10.75	-67:54:48.8	15.982	15.900	-0.082	3.04853250	0.085	0.037
OGLE-LMC-ECL-29444	ELL	05:06:20.54	-67:19:37.1	17.171	17.169	-0.002	3.20959830	0.067	0.017
OGLE-LMC-ECL-29451	ELL	05:06:22.04	-68:49:15.5	16.586	16.582	-0.004	4.76153320	0.081	0.046
OGLE-LMC-ECL-29465	C	05:06:28.45	-65:28:04.0	18.203	18.903	0.700	0.60808510	0.088	0.077
OGLE-LMC-ECL-29467	ELL	05:06:28.85	-68:21:40.5	15.962	17.306	1.344	89.46700320	0.179	0.092
OGLE-LMC-ECL-29473	C	05:06:30.49	-65:23:10.8	18.264	19.101	0.837	0.66485540	0.118	0.108
OGLE-LMC-ECL-29499	ELL	05:06:39.87	-70:34:43.1	16.989	18.105	1.116	111.35795200	0.112	0.025
OGLE-LMC-ECL-29501	ELL	05:06:40.38	-66:20:25.9	18.504	19.429	0.925	0.27158710	0.559	0.550
OGLE-LMC-ECL-29509	ELL	05:06:45.39	-71:10:28.3	15.813	15.707	-0.106	8.97462650	0.054	0.030
OGLE-LMC-ECL-29513	ELL	05:06:46.62	-66:31:18.5	17.293	18.462	1.169	42.79440800	0.083	0.056
OGLE-LMC-ECL-29524	ELL	05:06:52.18	-68:40:06.9	17.245	17.201	-0.044	1.14972810	0.116	0.065
OGLE-LMC-ECL-29540	ELL	05:06:58.37	-68:20:58.6	12.979	13.189	0.210	20.53990900	0.294	0.243
OGLE-LMC-ECL-29560	ELL	05:07:04.30	-67:07:05.8	17.199	17.230	0.031	3.32726620	0.152	0.055
OGLE-LMC-ECL-29568	ELL	05:07:05.31	-67:57:55.7	15.161	15.030	-0.131	3.51302230	0.088	0.046
OGLE-LMC-ECL-29570	ELL	05:07:05.62	-69:01:15.4	15.360	15.259	-0.101	1.44329230	0.080	0.050
OGLE-LMC-ECL-29580	C	05:07:09.28	-71:14:27.4	14.611	15.803	1.192	0.24672820	0.666	0.644
OGLE-LMC-ECL-29585	ELL	05:07:12.17	-68:30:13.9	16.369	16.317	-0.052	3.74042670	0.108	0.072
OGLE-LMC-ECL-29591	ELL	05:07:14.06	-70:26:09.1	17.042	17.108	0.066	2.25303140	0.134	0.054
OGLE-LMC-ECL-29618	ELL	05:07:24.98	-66:49:52.0	17.452	17.424	-0.028	0.56934180	0.137	0.090
OGLE-LMC-ECL-29622	ELL	05:07:26.63	-66:43:35.2	16.074	15.991	-0.083	2.50715110	0.147	0.055
OGLE-LMC-ECL-29636	ELL	05:07:31.01	-70:51:09.2	16.757	16.790	0.033	4.85053100	0.095	0.018
OGLE-LMC-ECL-29642	ELL	05:07:32.17	-69:11:27.1	14.529	14.473	-0.056	6.20832310	0.087	0.028
OGLE-LMC-ECL-29671	ELL	05:07:41.98	-67:13:13.5	15.771	15.706	-0.065	2.39903770	0.052	0.038
OGLE-LMC-ECL-29712	C	05:07:55.22	-72:43:04.1	15.148	16.246	1.098	0.24893190	0.691	0.652
OGLE-LMC-ECL-29715	C	05:07:56.17	-71:23:21.8	17.547	17.579	0.032	1.03906800	0.100	0.093
OGLE-LMC-ECL-29721	ELL	05:07:57.89	-69:31:23.8	19.744	19.898	0.154	0.62963360	0.362	0.184
OGLE-LMC-ECL-29729	ELL	05:08:00.15	-68:13:25.8	16.483	16.640	0.157	6.10308410	0.157	0.054
OGLE-LMC-ECL-29730	ELL	05:08:00.20	-70:39:34.4	16.281	17.512	1.231	73.11400370	0.158	0.118
OGLE-LMC-ECL-29734	C	05:08:01.57	-72:00:54.8	19.644	20.175	0.531	1.34616460	0.349	0.333
OGLE-LMC-ECL-29735	C	05:08:01.65	-67:11:58.0	19.147	19.771	0.624	0.88876140	0.204	0.181
OGLE-LMC-ECL-29738	ELL	05:08:02.42	-66:30:44.8	17.267	17.322	0.055	3.39196710	0.117	0.041
OGLE-LMC-ECL-29762	ELL	05:08:10.59	-65:26:59.1	16.858	18.021	1.163	115.33260890	0.155	0.148
OGLE-LMC-ECL-29763	ELL	05:08:10.77	-69:07:46.6	17.217	17.751	0.534	20.13020290	0.125	0.104
OGLE-LMC-ECL-29785	ELL	05:08:18.78	-69:06:17.9	16.298	16.235	-0.063	1.77555200	0.105	0.045
OGLE-LMC-ECL-29788	ELL	05:08:20.74	-65:49:53.2	18.894	18.985	0.091	0.83106250	0.239	0.170
OGLE-LMC-ECL-29794	C	05:08:22.27	-71:30:38.2	16.137	17.222	1.085	0.24499180	0.551	0.532
OGLE-LMC-ECL-29813	ELL	05:08:30.82	-67:55:46.9	15.139	15.093	-0.046	7.75453170	0.107	0.038
OGLE-LMC-ECL-29827	ELL	05:08:38.77	-69:07:07.5	16.321	17.155	0.834	65.88820620	0.189	0.145
OGLE-LMC-ECL-29850	ELL	05:08:45.92	-68:27:35.2	16.730	16.992	0.262	4.23998580	0.096	0.037
OGLE-LMC-ECL-29855	ELL	05:08:47.81	-69:02:24.3	16.212	16.325	0.113	6.86600280	0.109	0.026
OGLE-LMC-ECL-29866	ELL	05:08:52.13	-66:29:08.4	18.630	18.577	-0.053	26.01920510	0.135	0.124
OGLE-LMC-ECL-29871	C	05:08:53.71	-68:49:23.3	19.237	19.414	0.177	0.68791110	0.192	0.177
OGLE-LMC-ECL-29902	ELL	05:09:02.68	-66:19:26.6	18.265	18.899	0.634	4.62578380	0.120	0.098
OGLE-LMC-ECL-29903	C	05:09:02.69	-68:10:17.7	19.598	20.207	0.609	1.17030030	0.341	0.311
OGLE-LMC-ECL-29914	C	05:09:05.13	-69:33:14.9	16.061	17.050	0.989	0.48316670	0.271	0.267
OGLE-LMC-ECL-29928	ELL	05:09:09.45	-66:09:03.6	15.857	17.177	1.320	84.26190030	0.050	0.041
OGLE-LMC-ECL-29935	C	05:09:11.87	-72:56:12.6	17.447	18.613	1.166	27.45060740	0.103	0.086
OGLE-LMC-ECL-29958	C	05:09:18.62	-71:23:28.7	19.294	19.603	0.309	1.20278010	0.494	0.454
OGLE-LMC-ECL-29966	ELL	05:09:19.49	-64:54:17.7	15.863	15.842	-0.021	7.14116770	0.075	0.016
OGLE-LMC-ECL-29975	C	05:09:21.34	-67:31:01.3	18.244	18.217	-0.027	0.50154760	0.713	0.702
OGLE-LMC-ECL-29977	ELL	05:09:22.63	-68:51:13.3	16.869	16.895	0.026	3.86836720	0.094	0.035
OGLE-LMC-ECL-29978	ELL	05:09:23.34	-65:31:00.9	16.755	16.618	-0.137	0.87458570	0.128	0.084
OGLE-LMC-ECL-29988	ELL	05:09:26.96	-68:17:31.2	18.955	19.781	0.826	2.67966200	0.235	0.176
OGLE-LMC-ECL-30005	ELL	05:09:35.31	-67:55:00.7	16.386	16.231	-0.155	0.83425380	0.038	0.022
OGLE-LMC-ECL-30020	ELL	05:09:41.81	-66:04:14.6	13.613	14.126	0.513	2.36765930	0.056	0.033
OGLE-LMC-ECL-30031	ELL	05:09:46.04	-68:15:05.6	16.568	19.220	2.652	0.48231470	0.061	0.022
OGLE-LMC-ECL-30042	ELL	05:09:49.27	-71:39:25.7	19.770	20.040	0.270	0.81710320	0.435	0.214
OGLE-LMC-ECL-30057	ELL	05:09:53.94	-67:59:54.9	18.064	18.605	0.541	22.26140330	0.103	0.092
OGLE-LMC-ECL-30064	ELL	05:09:55.37	-68:57:04.4	16.351	16.386	0.035	3.04182980	0.063	0.038
OGLE-LMC-ECL-30065	ELL	05:09:55.48	-69:14:37.6	15.718	15.569	-0.149	2.21805160	0.026	0.011
OGLE-LMC-ECL-30081	ELL	05:10:01.88	-67:48:38.0	19.457	19.641	0.184	0.75400100	0.312	0.153
OGLE-LMC-ECL-30094	ELL	05:10:04.99	-71:39:59.6	17.206	17.303	0.097	4.25803200	0.084	0.019
OGLE-LMC-ECL-30112	ELL	05:10:09.88	-66:39:17.6	15.366	16.404	1.038	100.66640850	0.239	0.169
OGLE-LMC-ECL-30126	ELL	05:10:14.10	-71:34:02.1	19.669	19.768	0.099	0.45442420	0.592	0.300
OGLE-LMC-ECL-30130	ELL	05:10:15.46	-67:33:29.8	17.300	18.379	1.079	19.54246080	0.197	0.187
OGLE-LMC-ECL-30137	C	05:10:17.30	-72:38:12.5	17.872	19.019	1.147	0.26061750	0.443	0.404
OGLE-LMC-ECL-30155	ELL	05:10:25.87	-67:10:18.7	18.647	18.781	0.134	1.17098650	0.148	0.094
OGLE-LMC-ECL-30167	ELL	05:10:30.38	-71:59:08.3	15.787	15.684	-0.103	3.48610230	0.077	0.030
OGLE-LMC-ECL-30169	C	05:10:31.27	-65:24:32.6	18.649	18.649	0.000	0.76999210	0.171	0.160
OGLE-LMC-ECL-30175	ELL	05:10:33.48	-67:50:02.0	15.460	16.852	1.392	260.15797660	0.043	0.027
OGLE-LMC-ECL-30186	ELL	05:10:38.37	-71:41:48.3	16.250	16.972	0.722	34.27100080	0.267	0.158
OGLE-LMC-ECL-30191	ELL	05:10:40.43	-71:39:24.5	16.715	16.707	-0.008	4.18664070	0.120	0.080
OGLE-LMC-ECL-30215	ELL	05:10:47.93	-70:27:35.3	17.701	17.728	0.027	2.32101910	0.066	0.012
OGLE-LMC-ECL-30230	ELL	05:10:51.79	-70:25:37.7	16.833	16.983	0.150	5.22599820	0.104	0.056
OGLE-LMC-ECL-30242	ELL	05:10:56.81	-65:01:26.6	19.560	19.772	0.212	0.68549700	0.504	0.381
OGLE-LMC-ECL-30246	ELL	05:10:58.03	-70:15:28.4	16.198	16.393	0.195	2.06891340	0.064	0.037
OGLE-LMC-ECL-30249	ELL	05:10:59.83	-67:05:07.1	17.317	17.224	-0.093	3.52216920	0.081	0.080
OGLE-LMC-ECL-30294	ELL	05:11:13.02	-70:16:35.6	17.822	18.996	1.174	25.68920580	0.192	0.152
OGLE-LMC-ECL-30310	C	05:11:19.34	-69:34:32.3	16.660	17.594	0.934	14.56110590	0.140	0.139
OGLE-LMC-ECL-30318	ELL	05:11:20.77	-66:12:56.6	16.488	17.011	0.523	36.78700200	0.149	0.126
OGLE-LMC-ECL-30327	ELL	05:11:24.68	-69:11:47.2	14.397	14.364	-0.033	4.64202570	0.120	0.085
OGLE-LMC-ECL-30333	ELL	05:11:26.66	-68:24:35.4	17.672	17.661	-0.011	0.89900260	0.109	0.058
OGLE-LMC-ECL-30345	ELL	05:11:30.89	-66:02:55.2	16.555	16.537	-0.018	3.38135230	0.070	0.013
OGLE-LMC-ECL-30351	ELL	05:11:33.19	-71:33:09.8	16.072	17.397	1.325	186.58400790	0.053	0.023
OGLE-LMC-ECL-30361	ELL	05:11:34.85	-69:04:14.0	17.134	17.346	0.212	6.61035750	0.076	0.014
OGLE-LMC-ECL-30373	C	05:11:37.22	-67:34:33.9	19.795	20.042	0.247	0.91263410	0.455	0.302
OGLE-LMC-ECL-30375	ELL	05:11:37.52	-68:38:41.8	15.447	16.944	1.497	122.28880180	0.183	0.147
OGLE-LMC-ECL-30381	ELL	05:11:38.46	-69:12:59.9	17.444	17.476	0.032	1.05226080	0.078	0.057
OGLE-LMC-ECL-30387	ELL	05:11:39.99	-69:52:01.1	17.431	18.570	1.139	176.13132730	0.161	0.151
OGLE-LMC-ECL-30392	ELL	05:11:40.79	-65:06:49.8	17.516	17.518	0.002	1.45302910	0.083	0.031
OGLE-LMC-ECL-30407	ELL	05:11:46.23	-69:04:11.3	16.800	18.084	1.284	37.13629030	0.188	0.181
OGLE-LMC-ECL-30417	ELL	05:11:47.97	-66:25:21.1	17.107	17.089	-0.018	1.65365120	0.088	0.038
OGLE-LMC-ECL-30428	ELL	05:11:50.21	-71:31:15.6	15.344	17.021	1.677	423.80300470	0.046	0.025
OGLE-LMC-ECL-30432	C	05:11:51.63	-69:26:19.0	18.691	18.731	0.040	19.83084730	0.291	0.275
OGLE-LMC-ECL-30438	C	05:11:53.38	-72:36:44.3	19.191	19.381	0.190	4.22049070	0.395	0.358
OGLE-LMC-ECL-30458	C	05:12:00.20	-66:29:57.7	18.969	19.987	1.018	8.25208070	0.149	0.134
OGLE-LMC-ECL-30476	ELL	05:12:08.08	-69:27:55.0	16.211	17.583	1.372	83.84140920	0.159	0.124
OGLE-LMC-ECL-30484	C	05:12:11.41	-65:37:11.1	19.504	19.594	0.090	0.57497500	0.325	0.237
OGLE-LMC-ECL-30497	ELL	05:12:14.41	-66:32:59.3	16.809	16.792	-0.017	2.04386750	0.066	0.021
OGLE-LMC-ECL-30505	ELL	05:12:17.30	-68:29:54.8	15.675	17.156	1.481	144.35460590	0.158	0.123
OGLE-LMC-ECL-30513	ELL	05:12:21.90	-71:11:25.9	17.217	18.310	1.093	24.28560700	0.141	0.135
OGLE-LMC-ECL-30536	ELL	05:12:29.88	-65:48:16.3	16.856	16.826	-0.030	2.97749180	0.127	0.064
OGLE-LMC-ECL-30538	ELL	05:12:30.38	-68:40:19.2	18.007	18.099	0.092	1.87145920	0.123	0.052
OGLE-LMC-ECL-30539	ELL	05:12:30.56	-72:01:24.0	16.506	17.866	1.360	83.82520840	0.090	0.085
OGLE-LMC-ECL-30544	ELL	05:12:31.99	-67:01:13.7	16.846	16.935	0.089	5.64096070	0.062	0.013
OGLE-LMC-ECL-30546	C	05:12:32.74	-67:28:25.6	17.953	18.950	0.997	1.18042550	0.069	0.063
OGLE-LMC-ECL-30568	ELL	05:12:37.65	-67:28:21.4	14.386	14.259	-0.127	4.05123130	0.084	0.045
OGLE-LMC-ECL-30589	ELL	05:12:45.07	-65:58:08.3	17.851	17.835	-0.016	1.42989650	0.109	0.053
OGLE-LMC-ECL-30599	ELL	05:12:47.28	-65:57:18.7	17.605	17.671	0.066	3.23246450	0.123	0.057
OGLE-LMC-ECL-30601	ELL	05:12:47.98	-68:39:05.3	16.366	17.505	1.139	139.32660330	0.130	0.114
OGLE-LMC-ECL-30607	ELL	05:12:51.01	-68:44:27.9	16.977	17.017	0.040	2.84214500	0.055	0.017
OGLE-LMC-ECL-30630	ELL	05:13:00.40	-69:26:41.6	15.782	17.201	1.419	82.12882900	0.143	0.112
OGLE-LMC-ECL-30644	C	05:13:06.70	-70:53:08.7	17.912	18.953	1.041	16.34620150	0.124	0.118
OGLE-LMC-ECL-30646	ELL	05:13:07.71	-67:24:05.8	15.121	15.010	-0.111	2.30502650	0.050	0.026
OGLE-LMC-ECL-30678	ELL	05:13:17.96	-71:54:37.3	18.210	18.321	0.111	1.25811490	0.153	0.094
OGLE-LMC-ECL-30680	ELL	05:13:18.23	-68:45:23.2	15.709	17.117	1.408	69.31340560	0.157	0.117
OGLE-LMC-ECL-30717	ELL	05:13:31.05	-72:13:01.5	17.041	16.979	-0.062	2.23289330	0.082	0.035
OGLE-LMC-ECL-30721	ELL	05:13:33.75	-70:58:26.1	19.469	19.548	0.079	0.70956620	0.274	0.141
