ID	Type	RA	Decl	I	V	V_I	P	A_1	A_2
OGLE-LMC-ECL-33533	ELL	05:27:11.68	-70:18:40.3	17.194	17.186	-0.008	2.81811890	0.077	0.014
OGLE-LMC-ECL-33548	ELL	05:27:13.99	-69:01:11.0	14.237	14.124	-0.113	4.60039970	0.104	0.055
OGLE-LMC-ECL-33573	ELL	05:27:21.08	-69:56:49.6	16.035	17.337	1.302	75.88820420	0.127	0.125
OGLE-LMC-ECL-33615	ELL	05:27:31.30	-68:05:00.0	15.938	15.977	0.039	5.36396170	0.120	0.039
OGLE-LMC-ECL-33618	ELL	05:27:31.51	-70:12:10.5	17.394	18.531	1.137	53.96296530	0.233	0.169
OGLE-LMC-ECL-33636	ELL	05:27:34.67	-66:37:17.7	16.602	16.500	-0.102	1.93111720	0.084	0.040
OGLE-LMC-ECL-33645	ELL	05:27:35.94	-66:50:47.7	15.351	15.262	-0.089	5.27234830	0.122	0.078
OGLE-LMC-ECL-33690	ELL	05:27:47.22	-68:31:57.9	18.613	18.622	0.009	1.13204280	0.127	0.050
OGLE-LMC-ECL-33708	C	05:27:51.32	-67:26:50.6	16.996	16.879	-0.117	0.68415000	0.474	0.456
OGLE-LMC-ECL-33723	ELL	05:27:54.00	-70:27:26.8	18.839	18.920	0.081	0.49661590	0.369	0.300
OGLE-LMC-ECL-33737	ELL	05:27:57.83	-69:56:18.9	18.703	19.127	0.424	0.56933540	0.136	0.081
OGLE-LMC-ECL-33742	ELL	05:27:59.06	-64:47:36.8	17.248	17.841	0.593	25.36225560	0.098	0.091
OGLE-LMC-ECL-33744	ELL	05:27:59.24	-66:38:55.1	15.063	16.621	1.558	210.04956120	0.158	0.130
OGLE-LMC-ECL-33756	ELL	05:28:01.38	-66:39:45.4	16.983	16.891	-0.092	1.31957790	0.032	0.014
OGLE-LMC-ECL-33764	ELL	05:28:03.87	-72:23:48.2	18.511	18.529	0.018	0.57857560	0.155	0.096
OGLE-LMC-ECL-33784	ELL	05:28:10.04	-66:07:15.1	15.211	15.111	-0.100	3.62529000	0.040	0.019
OGLE-LMC-ECL-33795	ELL	05:28:12.59	-69:31:38.6	17.223	17.138	-0.085	0.94749140	0.061	0.046
OGLE-LMC-ECL-33812	ELL	05:28:16.58	-71:49:09.5	16.035	16.066	0.031	3.86387530	0.058	0.045
OGLE-LMC-ECL-33824	ELL	05:28:18.74	-69:27:48.7	15.765	15.656	-0.109	3.93159460	0.046	0.020
OGLE-LMC-ECL-33861	ELL	05:28:28.21	-68:36:39.2	16.843	16.916	0.073	3.74743410	0.088	0.023
OGLE-LMC-ECL-33867	ELL	05:28:30.29	-67:13:07.4	16.682	16.541	-0.141	0.88625780	0.120	0.078
OGLE-LMC-ECL-33869	ELL	05:28:30.63	-66:24:01.0	15.138	15.001	-0.137	3.41290630	0.105	0.049
OGLE-LMC-ECL-33870	ELL	05:28:30.74	-68:52:12.4	16.073	17.484	1.411	93.65660230	0.164	0.133
OGLE-LMC-ECL-33871	C	05:28:30.90	-64:48:54.0	19.490	19.539	0.049	0.62957410	0.530	0.512
OGLE-LMC-ECL-33886	ELL	05:28:34.54	-69:39:18.8	17.511	18.583	1.072	45.60560320	0.150	0.129
OGLE-LMC-ECL-33910	ELL	05:28:43.39	-66:14:31.5	15.547	16.976	1.429	126.21720460	0.164	0.127
OGLE-LMC-ECL-33915	ELL	05:28:45.11	-70:13:13.4	17.298	18.392	1.094	28.28140330	0.104	0.055
OGLE-LMC-ECL-33946	ELL	05:28:52.72	-69:08:16.8	16.384	16.252	-0.132	1.56533330	0.039	0.015
OGLE-LMC-ECL-33950	ELL	05:28:53.92	-70:16:31.5	17.094	18.424	1.330	68.13280550	0.189	0.159
OGLE-LMC-ECL-34011	C	05:29:13.11	-64:56:01.9	19.425	19.581	0.156	0.88488280	0.329	0.291
OGLE-LMC-ECL-34016	C	05:29:15.73	-66:39:04.4	15.061	14.908	-0.153	4.66250340	0.079	0.073
OGLE-LMC-ECL-34017	ELL	05:29:15.74	-67:02:51.7	16.291	17.664	1.373	95.90200980	0.141	0.107
OGLE-LMC-ECL-34021	ELL	05:29:16.88	-66:53:38.3	15.593	15.475	-0.118	4.57942160	0.017	0.012
OGLE-LMC-ECL-34022	ELL	05:29:16.89	-69:49:58.4	17.956	18.993	1.037	89.46700210	0.169	0.157
OGLE-LMC-ECL-34026	C	05:29:17.40	-67:13:32.4	18.371	18.499	0.128	1.96980580	0.153	0.150
OGLE-LMC-ECL-34042	ELL	05:29:21.24	-69:04:44.9	16.301	17.564	1.263	62.78466460	0.195	0.133
OGLE-LMC-ECL-34046	ELL	05:29:21.58	-68:19:51.1	14.619	15.213	0.594	0.63917560	0.052	0.022
OGLE-LMC-ECL-34052	ELL	05:29:22.88	-68:04:37.9	19.638	19.826	0.188	0.76471470	0.320	0.185
OGLE-LMC-ECL-34054	ELL	05:29:24.53	-66:07:45.8	17.893	17.904	0.011	1.15350450	0.044	0.023
OGLE-LMC-ECL-34064	ELL	05:29:26.31	-66:19:00.4	15.761	15.634	-0.127	2.15129480	0.082	0.046
OGLE-LMC-ECL-34068	ELL	05:29:26.63	-68:26:15.3	17.123	17.179	0.056	2.13363840	0.094	0.048
OGLE-LMC-ECL-34083	C	05:29:30.71	-65:53:22.1	16.267	16.154	-0.113	0.69525570	0.439	0.436
OGLE-LMC-ECL-34102	C	05:29:34.90	-70:18:32.8	18.366	18.861	0.495	4.35426220	0.120	0.113
OGLE-LMC-ECL-34138	C	05:29:42.94	-70:05:57.7	17.693	17.859	0.166	0.50431500	0.209	0.208
OGLE-LMC-ECL-34145	C	05:29:44.23	-67:10:30.6	19.014	19.398	0.384	1.76229440	0.222	0.221
OGLE-LMC-ECL-34159	ELL	05:29:47.22	-68:51:59.9	17.612	17.609	-0.003	19.63614150	0.124	0.124
OGLE-LMC-ECL-34163	ELL	05:29:47.77	-70:05:40.7	18.083	19.132	1.049	15.18520650	0.145	0.080
OGLE-LMC-ECL-34170	C	05:29:49.30	-66:34:46.9	19.371	19.835	0.464	1.33986290	0.313	0.301
OGLE-LMC-ECL-34172	ELL	05:29:49.39	-66:01:29.3	19.797	20.130	0.333	0.65321730	0.480	0.349
OGLE-LMC-ECL-34174	ELL	05:29:49.66	-66:47:45.5	15.822	15.664	-0.158	1.65335450	0.046	0.026
OGLE-LMC-ECL-34176	ELL	05:29:50.04	-66:52:02.2	15.902	15.787	-0.115	1.36084210	0.061	0.041
OGLE-LMC-ECL-34182	ELL	05:29:52.59	-71:40:38.3	16.179	16.067	-0.112	1.71132810	0.066	0.034
OGLE-LMC-ECL-34184	ELL	05:29:53.69	-72:54:08.0	15.929	16.588	0.659	28.28140210	0.107	0.065
OGLE-LMC-ECL-34190	ELL	05:29:55.03	-65:14:50.7	17.726	17.677	-0.049	1.05950970	0.140	0.085
OGLE-LMC-ECL-34196	ELL	05:29:56.03	-69:53:32.8	16.926	16.955	0.029	3.64301120	0.180	0.080
OGLE-LMC-ECL-34211	ELL	05:29:59.59	-70:08:17.5	18.219	18.847	0.628	0.86354990	0.102	0.042
OGLE-LMC-ECL-34224	ELL	05:30:01.97	-64:53:29.9	18.559	18.495	-0.064	0.64498520	0.150	0.103
OGLE-LMC-ECL-34227	ELL	05:30:02.29	-70:42:16.4	17.524	17.531	0.007	2.01676180	0.052	0.026
OGLE-LMC-ECL-34232	C	05:30:03.55	-69:38:02.8	16.679	17.560	0.881	12.71036930	0.138	0.138
OGLE-LMC-ECL-34250	ELL	05:30:09.66	-66:10:52.7	18.124	18.159	0.035	1.15448710	0.120	0.071
OGLE-LMC-ECL-34255	ELL	05:30:10.97	-70:59:24.9	18.011	18.158	0.147	3.80544350	0.097	0.064
OGLE-LMC-ECL-34256	ELL	05:30:11.08	-65:36:49.7	16.954	16.885	-0.069	1.39203160	0.040	0.022
OGLE-LMC-ECL-34267	C	05:30:13.98	-67:02:00.0	17.287	17.219	-0.068	0.91650540	0.139	0.128
OGLE-LMC-ECL-34282	ELL	05:30:17.58	-70:39:25.9	16.934	18.075	1.141	55.78120130	0.201	0.157
OGLE-LMC-ECL-34314	C	05:30:22.28	-66:31:01.8	18.327	18.318	-0.009	0.57598890	0.236	0.215
OGLE-LMC-ECL-34343	ELL	05:30:28.48	-66:37:09.4	17.726	17.689	-0.037	1.09852290	0.064	0.030
OGLE-LMC-ECL-34366	ELL	05:30:32.44	-67:06:32.5	14.935	14.785	-0.150	6.43700920	0.089	0.040
OGLE-LMC-ECL-34370	C	05:30:34.06	-66:10:42.4	18.743	18.689	-0.054	0.49371650	0.426	0.383
OGLE-LMC-ECL-34374	ELL	05:30:35.14	-70:29:23.4	16.736	16.728	-0.008	2.22794790	0.075	0.027
OGLE-LMC-ECL-34381	C	05:30:37.29	-66:52:32.6	16.678	16.572	-0.106	0.99258810	0.257	0.247
OGLE-LMC-ECL-34416	ELL	05:30:45.53	-68:35:53.3	16.201	16.445	0.244	2.05404060	0.025	0.011
OGLE-LMC-ECL-34430	ELL	05:30:48.28	-70:23:11.5	16.267	17.622	1.355	259.40500700	0.027	0.013
OGLE-LMC-ECL-34435	ELL	05:30:49.02	-66:59:22.5	15.149	16.696	1.547	155.58380380	0.208	0.132
OGLE-LMC-ECL-34437	ELL	05:30:49.36	-68:48:52.1	17.940	19.088	1.148	16.84810400	0.092	0.055
OGLE-LMC-ECL-34443	ELL	05:30:50.62	-68:58:13.9	17.531	17.627	0.096	1.87848070	0.088	0.028
OGLE-LMC-ECL-34444	ELL	05:30:50.88	-69:18:07.0	17.436	17.576	0.140	4.98234640	0.088	0.036
OGLE-LMC-ECL-34448	ELL	05:30:52.26	-69:39:24.5	16.395	16.361	-0.034	1.95791100	0.073	0.032
OGLE-LMC-ECL-34450	ELL	05:30:52.47	-68:49:12.5	17.708	17.739	0.031	2.06226360	0.121	0.050
OGLE-LMC-ECL-34452	ELL	05:30:52.63	-67:27:17.5	14.450	14.322	-0.128	9.88347510	0.025	0.018
OGLE-LMC-ECL-34463	C	05:30:54.02	-67:11:30.8	17.672	17.614	-0.058	0.66902610	0.143	0.132
OGLE-LMC-ECL-34477	ELL	05:30:57.26	-67:21:44.3	15.675	15.506	-0.169	2.72998240	0.013	0.006
OGLE-LMC-ECL-34501	ELL	05:31:00.52	-66:30:46.0	17.425	17.585	0.160	3.89264800	0.061	0.031
OGLE-LMC-ECL-34504	ELL	05:31:01.33	-69:58:43.7	17.408	17.372	-0.036	1.33540700	0.071	0.023
OGLE-LMC-ECL-34505	ELL	05:31:01.44	-66:40:08.9	16.527	16.489	-0.038	3.35392260	0.156	0.073
OGLE-LMC-ECL-34516	ELL	05:31:04.42	-66:53:29.1	14.651	14.508	-0.143	4.22208170	0.035	0.022
OGLE-LMC-ECL-34539	ELL	05:31:08.52	-71:32:08.8	17.115	17.171	0.056	3.87072530	0.066	0.025
OGLE-LMC-ECL-34543	ELL	05:31:09.25	-71:24:06.7	15.730	15.709	-0.021	3.75446850	0.030	0.024
OGLE-LMC-ECL-34549	ELL	05:31:10.02	-69:05:25.1	14.937	15.253	0.316	3.02416320	0.076	0.074
OGLE-LMC-ECL-34556	ELL	05:31:11.09	-67:15:21.0	16.807	16.804	-0.003	3.58616430	0.096	0.033
OGLE-LMC-ECL-34588	ELL	05:31:18.29	-72:29:25.1	18.239	18.930	0.691	19.92872350	0.205	0.180
OGLE-LMC-ECL-34603	ELL	05:31:20.80	-65:49:58.1	17.598	18.294	0.696	35.49560880	0.125	0.117
OGLE-LMC-ECL-34607	ELL	05:31:20.99	-68:31:34.0	15.468	15.473	0.005	1.09269660	0.040	0.021
OGLE-LMC-ECL-34620	C	05:31:22.80	-64:34:40.5	19.491	19.926	0.435	1.23957620	0.310	0.279
OGLE-LMC-ECL-34635	ELL	05:31:27.19	-66:53:00.3	18.466	18.453	-0.013	2.77027110	0.087	0.070
OGLE-LMC-ECL-34640	ELL	05:31:28.74	-68:24:11.2	17.389	17.645	0.256	3.77573090	0.155	0.093
OGLE-LMC-ECL-34659	C	05:31:31.90	-64:57:04.6	15.844	15.771	-0.073	1.96688970	0.069	0.052
OGLE-LMC-ECL-34677	ELL	05:31:36.52	-68:35:31.3	16.497	16.477	-0.020	2.65838860	0.109	0.109
OGLE-LMC-ECL-34693	ELL	05:31:40.72	-67:07:19.3	15.405	15.235	-0.170	2.48342740	0.163	0.100
OGLE-LMC-ECL-34696	ELL	05:31:41.41	-65:01:50.6	15.994	17.323	1.329	78.86700290	0.193	0.148
OGLE-LMC-ECL-34706	ELL	05:31:43.82	-70:09:08.5	16.848	17.298	0.450	6.81782710	0.180	0.149
OGLE-LMC-ECL-34724	ELL	05:31:47.41	-67:27:17.6	16.662	16.598	-0.064	2.78042500	0.143	0.038
OGLE-LMC-ECL-34734	ELL	05:31:49.73	-66:56:19.8	19.509	19.638	0.129	0.71976890	0.385	0.197
OGLE-LMC-ECL-34747	C	05:31:52.49	-66:26:01.2	17.418	17.330	-0.088	2.29380150	0.097	0.091
OGLE-LMC-ECL-34748	ELL	05:31:52.66	-71:13:49.1	17.528	18.728	1.200	40.11479700	0.196	0.152
OGLE-LMC-ECL-34763	ELL	05:31:55.90	-67:00:13.4	15.096	14.985	-0.111	5.07812070	0.137	0.131
OGLE-LMC-ECL-34774	C	05:31:57.70	-67:30:19.5	19.384	19.537	0.153	0.75634460	0.286	0.283
OGLE-LMC-ECL-34846	C	05:32:11.63	-66:26:03.3	18.648	18.712	0.064	0.82305700	0.482	0.437
OGLE-LMC-ECL-34866	ELL	05:32:15.02	-71:51:23.2	17.374	17.488	0.114	4.34112090	0.126	0.071
OGLE-LMC-ECL-34877	ELL	05:32:17.10	-70:41:35.1	18.979	19.041	0.062	0.50216010	0.243	0.129
OGLE-LMC-ECL-34887	C	05:32:19.27	-71:07:26.9	19.460	19.957	0.497	1.26323630	0.223	0.187
OGLE-LMC-ECL-34903	ELL	05:32:21.71	-70:27:35.2	16.296	16.170	-0.126	1.41410730	0.081	0.052
OGLE-LMC-ECL-34928	ELL	05:32:25.87	-67:19:25.4	15.701	15.593	-0.108	3.11360020	0.156	0.086
OGLE-LMC-ECL-34932	ELL	05:32:26.29	-70:31:18.2	17.283	17.307	0.024	2.67489690	0.082	0.013
OGLE-LMC-ECL-34936	ELL	05:32:26.79	-71:47:08.0	16.363	16.402	0.039	3.82725540	0.045	0.019
OGLE-LMC-ECL-34975	C	05:32:35.05	-66:06:07.0	16.564	16.433	-0.131	0.61748340	0.509	0.508
OGLE-LMC-ECL-35007	C	05:32:42.21	-66:04:17.1	17.866	17.872	0.006	4.42115280	0.050	0.048
OGLE-LMC-ECL-35017	ELL	05:32:43.67	-68:28:09.9	16.116	16.154	0.038	0.92820150	0.022	0.011
OGLE-LMC-ECL-35028	ELL	05:32:45.84	-68:52:42.4	15.241	15.224	-0.017	4.82274400	0.158	0.105
OGLE-LMC-ECL-35054	ELL	05:32:49.60	-64:55:56.1	19.501	19.742	0.241	0.85237030	0.391	0.145
OGLE-LMC-ECL-35078	ELL	05:32:54.28	-67:11:07.5	17.067	16.979	-0.088	1.25490220	0.042	0.024
OGLE-LMC-ECL-35088	ELL	05:32:56.93	-67:18:38.5	16.167	16.045	-0.122	2.47280190	0.023	0.014
OGLE-LMC-ECL-35113	ELL	05:33:03.28	-70:00:20.6	17.665	17.739	0.074	0.43267640	0.077	0.031
OGLE-LMC-ECL-35118	ELL	05:33:04.16	-67:50:40.3	18.175	18.821	0.646	20.75660370	0.184	0.160
OGLE-LMC-ECL-35127	C	05:33:07.58	-66:11:53.2	18.056	18.038	-0.018	0.77465970	0.129	0.123
OGLE-LMC-ECL-35134	C	05:33:09.55	-65:30:28.9	17.206	18.810	1.604	0.19267090	0.535	0.478
OGLE-LMC-ECL-35137	ELL	05:33:10.44	-64:52:27.3	18.121	18.116	-0.005	0.85603140	0.103	0.065
OGLE-LMC-ECL-35138	ELL	05:33:10.83	-67:25:05.5	17.784	17.798	0.014	1.10823540	0.106	0.063
OGLE-LMC-ECL-35142	ELL	05:33:11.63	-70:32:30.3	19.230	19.335	0.105	0.77822640	0.458	0.345
OGLE-LMC-ECL-35154	ELL	05:33:14.04	-72:16:37.6	17.627	17.628	0.001	1.05802600	0.088	0.046
OGLE-LMC-ECL-35161	ELL	05:33:15.71	-70:05:24.8	17.656	17.768	0.112	3.54732570	0.065	0.023
OGLE-LMC-ECL-35163	ELL	05:33:16.40	-70:01:28.1	18.780	19.542	0.762	2.16020790	0.308	0.250
OGLE-LMC-ECL-35168	ELL	05:33:16.97	-69:57:11.2	13.966	14.066	0.100	6.54228750	0.021	0.008
OGLE-LMC-ECL-35169	ELL	05:33:17.17	-70:41:00.5	14.864	14.768	-0.096	4.19864110	0.104	0.061
OGLE-LMC-ECL-35180	ELL	05:33:19.02	-69:14:25.7	13.378	13.367	-0.011	6.42366950	0.105	0.079
OGLE-LMC-ECL-35194	C	05:33:21.68	-66:20:00.1	19.007	19.061	0.054	0.84197160	0.196	0.194
OGLE-LMC-ECL-35291	ELL	05:33:39.65	-65:11:47.0	18.047	18.123	0.076	1.31940580	0.150	0.071
OGLE-LMC-ECL-35312	ELL	05:33:45.43	-66:39:50.6	17.569	17.581	0.012	1.29144120	0.290	0.166
OGLE-LMC-ECL-35322	ELL	05:33:48.55	-64:49:35.6	17.831	17.940	0.109	3.07558080	0.072	0.026
OGLE-LMC-ECL-35337	ELL	05:33:52.84	-68:36:26.4	17.725	17.830	0.105	2.07751550	0.095	0.027
OGLE-LMC-ECL-35353	ELL	05:33:55.91	-69:21:47.0	17.483	17.567	0.084	2.40567900	0.064	0.017
OGLE-LMC-ECL-35365	ELL	05:33:58.04	-69:56:43.9	14.971	16.518	1.547	202.94600370	0.129	0.117
OGLE-LMC-ECL-35382	ELL	05:34:02.00	-69:13:47.1	15.901	15.951	0.050	1.42926340	0.084	0.046
OGLE-LMC-ECL-35391	ELL	05:34:05.36	-71:23:59.0	17.362	18.498	1.136	23.70980370	0.127	0.104
OGLE-LMC-ECL-35393	ELL	05:34:06.30	-67:52:07.2	19.751	19.972	0.221	75.88820330	0.147	0.130
OGLE-LMC-ECL-35398	ELL	05:34:08.09	-65:05:43.8	17.704	18.641	0.937	13.80329470	0.140	0.114
OGLE-LMC-ECL-35402	C	05:34:08.41	-66:08:00.5	17.983	18.954	0.971	0.78750660	0.110	0.097
OGLE-LMC-ECL-35405	ELL	05:34:08.69	-69:42:32.2	15.534	15.371	-0.163	1.23710710	0.035	0.022
OGLE-LMC-ECL-35414	ELL	05:34:10.16	-66:39:27.8	19.367	19.429	0.062	0.59250840	0.341	0.159
OGLE-LMC-ECL-35427	ELL	05:34:12.63	-69:27:13.8	15.665	15.687	0.022	8.65043540	0.131	0.099
OGLE-LMC-ECL-35434	ELL	05:34:14.88	-70:05:11.9	19.307	19.663	0.356	0.94059340	0.348	0.262
OGLE-LMC-ECL-35438	ELL	05:34:15.62	-70:07:18.8	15.016	16.831	1.815	233.75556530	0.178	0.136
OGLE-LMC-ECL-35451	ELL	05:34:17.23	-67:06:12.2	15.762	15.582	-0.180	1.13271290	0.089	0.056
OGLE-LMC-ECL-35475	ELL	05:34:21.40	-68:18:59.3	17.161	18.276	1.115	176.13640940	0.154	0.149
OGLE-LMC-ECL-35499	ELL	05:34:26.68	-71:23:37.9	17.452	18.572	1.120	17.96092750	0.189	0.169
OGLE-LMC-ECL-35502	ELL	05:34:27.16	-68:48:39.7	16.248	17.624	1.376	74.47428070	0.188	0.139
OGLE-LMC-ECL-35523	ELL	05:34:30.93	-65:08:03.1	17.221	18.247	1.026	25.85380470	0.103	0.084
OGLE-LMC-ECL-35529	ELL	05:34:31.83	-68:04:16.8	18.394	18.717	0.323	1.75671850	0.132	0.044
OGLE-LMC-ECL-35531	C	05:34:31.99	-66:52:24.3	19.539	19.869	0.330	0.84716480	0.584	0.567
OGLE-LMC-ECL-35562	C	05:34:37.57	-70:01:08.5	16.189	17.140	0.951	18.62800060	0.455	0.453
OGLE-LMC-ECL-35576	ELL	05:34:40.78	-69:59:21.5	16.427	16.400	-0.027	1.99066090	0.090	0.054
OGLE-LMC-ECL-35578	ELL	05:34:41.13	-66:48:29.0	14.882	14.800	-0.082	3.99455420	0.153	0.077
OGLE-LMC-ECL-35590	ELL	05:34:43.66	-69:44:51.0	15.091	15.080	-0.011	1.61248320	0.113	0.106
OGLE-LMC-ECL-35604	ELL	05:34:46.41	-70:26:25.3	17.347	18.416	1.069	55.01400470	0.199	0.160
OGLE-LMC-ECL-35620	ELL	05:34:50.29	-68:36:21.6	18.801	19.934	1.133	7.58780920	0.209	0.137
OGLE-LMC-ECL-35629	ELL	05:34:51.52	-68:15:57.2	18.715	20.256	1.541	119.69000810	0.401	0.255
OGLE-LMC-ECL-35644	C	05:34:55.22	-64:33:00.4	18.125	18.144	0.019	1.79049950	0.114	0.102
OGLE-LMC-ECL-35646	C	05:34:56.00	-66:22:05.9	17.176	17.151	-0.025	1.89514260	0.101	0.095
OGLE-LMC-ECL-35651	ELL	05:34:57.07	-67:01:01.3	15.304	15.146	-0.158	3.94829280	0.097	0.069
OGLE-LMC-ECL-35660	ELL	05:34:59.10	-69:57:55.3	15.342	16.593	1.251	78.88140550	0.147	0.145
OGLE-LMC-ECL-35661	ELL	05:34:59.62	-69:48:03.4	16.458	17.756	1.298	54.26780860	0.166	0.126
OGLE-LMC-ECL-35666	C	05:35:01.61	-65:24:48.5	18.231	18.210	-0.021	0.81837560	0.088	0.073
OGLE-LMC-ECL-35696	ELL	05:35:08.27	-66:26:42.7	17.914	17.771	-0.143	2.42961390	0.080	0.074
OGLE-LMC-ECL-35722	ELL	05:35:13.13	-66:57:20.1	18.179	18.076	-0.103	3.43729490	0.061	0.052
OGLE-LMC-ECL-35781	ELL	05:35:23.89	-71:18:58.6	16.590	16.659	0.069	3.94435930	0.112	0.071
OGLE-LMC-ECL-35795	ELL	05:35:27.03	-69:19:24.0	15.274	15.197	-0.077	1.69730520	0.103	0.078
OGLE-LMC-ECL-35797	ELL	05:35:27.21	-67:57:43.3	16.582	16.636	0.054	5.17194990	0.033	0.018
OGLE-LMC-ECL-35806	C	05:35:28.66	-70:47:44.2	17.436	19.219	1.783	13.80718830	0.191	0.186
OGLE-LMC-ECL-35807	ELL	05:35:28.87	-67:28:58.3	16.092	16.030	-0.062	2.27042440	0.037	0.026
OGLE-LMC-ECL-35809	ELL	05:35:29.03	-70:31:09.4	17.372	17.433	0.061	2.79448010	0.099	0.046
OGLE-LMC-ECL-35825	ELL	05:35:34.51	-68:46:50.2	18.231	19.370	1.139	13.04190270	0.181	0.178
OGLE-LMC-ECL-35827	C	05:35:34.66	-66:56:19.9	17.072	16.956	-0.116	0.54056120	0.552	0.542
OGLE-LMC-ECL-35870	C	05:35:44.48	-67:33:55.1	16.059	16.090	0.031	0.76512770	0.547	0.546
OGLE-LMC-ECL-35922	ELL	05:35:53.74	-66:25:55.8	18.410	19.259	0.849	4.69946590	0.081	0.041
OGLE-LMC-ECL-35942	ELL	05:35:58.70	-70:30:26.3	16.051	15.982	-0.069	2.38962310	0.110	0.065
OGLE-LMC-ECL-35976	ELL	05:36:04.69	-70:25:07.8	15.663	17.217	1.554	138.19539160	0.151	0.126
OGLE-LMC-ECL-35993	ELL	05:36:09.23	-71:12:12.1	16.884	16.969	0.085	4.10930620	0.072	0.019
OGLE-LMC-ECL-35996	ELL	05:36:09.52	-66:45:04.7	17.400	17.392	-0.008	1.22200340	0.098	0.061
OGLE-LMC-ECL-36023	ELL	05:36:14.95	-66:28:54.3	18.933	18.803	-0.130	7.12102630	0.170	0.165
OGLE-LMC-ECL-36046	ELL	05:36:20.92	-65:38:59.1	17.182	17.126	-0.056	1.43013220	0.121	0.058
OGLE-LMC-ECL-36087	ELL	05:36:31.27	-66:57:05.7	18.440	18.494	0.054	2.05858900	0.093	0.063
OGLE-LMC-ECL-36092	ELL	05:36:31.88	-66:26:50.1	16.217	16.174	-0.043	0.70928480	0.171	0.156
OGLE-LMC-ECL-36093	ELL	05:36:31.92	-65:44:04.5	18.115	18.183	0.068	2.87984050	0.121	0.059
OGLE-LMC-ECL-36095	C	05:36:32.40	-68:03:00.4	18.672	18.737	0.065	2.29270420	0.125	0.120
OGLE-LMC-ECL-36100	ELL	05:36:33.24	-67:26:31.9	15.902	15.792	-0.110	0.46049500	0.186	0.180
OGLE-LMC-ECL-36106	ELL	05:36:35.16	-68:33:53.2	17.800	17.758	-0.042	9.28718970	0.096	0.088
OGLE-LMC-ECL-36124	ELL	05:36:38.60	-69:19:13.0	15.046	15.231	0.185	3.79723830	0.058	0.027
OGLE-LMC-ECL-36158	C	05:36:45.83	-64:14:32.5	19.557	19.636	0.079	1.97946990	0.238	0.199
OGLE-LMC-ECL-36172	ELL	05:36:49.11	-70:19:34.6	18.986	19.009	0.023	0.79829120	0.157	0.078
OGLE-LMC-ECL-36186	ELL	05:36:53.54	-70:06:20.7	16.939	16.999	0.060	4.05784870	0.113	0.029
OGLE-LMC-ECL-36187	C	05:36:53.55	-69:26:26.5	16.952	16.938	-0.014	0.61052300	0.579	0.576
OGLE-LMC-ECL-36192	C	05:36:54.57	-66:40:58.5	17.611	17.593	-0.018	1.91058210	0.083	0.075
OGLE-LMC-ECL-36212	ELL	05:37:00.12	-69:17:18.2	15.361	15.320	-0.041	2.71115610	0.020	0.015
OGLE-LMC-ECL-36235	ELL	05:37:04.40	-70:04:50.2	16.637	16.813	0.176	4.89354480	0.107	0.024
OGLE-LMC-ECL-36237	ELL	05:37:04.88	-66:38:49.2	16.117	15.987	-0.130	1.78471270	0.077	0.046
OGLE-LMC-ECL-36247	ELL	05:37:08.73	-69:15:51.4	16.871	17.135	0.264	1.60780780	0.044	0.024
OGLE-LMC-ECL-36276	ELL	05:37:16.96	-67:37:31.5	17.552	17.513	-0.039	13.21422440	0.084	0.079
OGLE-LMC-ECL-36324	ELL	05:37:32.85	-69:46:25.9	17.574	17.972	0.398	2.42809270	0.120	0.048
OGLE-LMC-ECL-36343	ELL	05:37:39.93	-69:10:44.0	16.693	17.036	0.343	1.48183660	0.037	0.014
OGLE-LMC-ECL-36346	ELL	05:37:40.46	-63:48:05.9	17.686	18.731	1.045	19.34321730	0.117	0.093
OGLE-LMC-ECL-36386	ELL	05:37:52.49	-66:25:55.9	15.241	15.235	-0.006	4.68598050	0.062	0.026
OGLE-LMC-ECL-36388	ELL	05:37:52.99	-70:23:32.4	17.588	17.915	0.327	3.64243990	0.156	0.036
OGLE-LMC-ECL-36390	ELL	05:37:53.81	-68:54:42.2	17.558	17.656	0.098	0.89299860	0.058	0.036
OGLE-LMC-ECL-36422	ELL	05:38:05.22	-69:44:40.8	17.295	17.385	0.090	1.55354390	0.087	0.019
OGLE-LMC-ECL-36427	ELL	05:38:06.21	-69:14:41.5	16.995	17.443	0.448	1.63316460	0.050	0.028
OGLE-LMC-ECL-36430	ELL	05:38:06.71	-65:44:24.5	15.046	16.583	1.537	202.51000340	0.042	0.027
OGLE-LMC-ECL-36431	ELL	05:38:08.00	-67:10:05.5	16.821	16.825	0.004	2.38815900	0.124	0.054
OGLE-LMC-ECL-36444	ELL	05:38:11.77	-66:35:17.1	16.953	17.020	0.067	5.70379600	0.060	0.021
OGLE-LMC-ECL-36455	ELL	05:38:16.20	-69:34:21.8	17.751	19.215	1.464	60.87623270	0.228	0.182
OGLE-LMC-ECL-36480	ELL	05:38:21.39	-66:47:20.5	16.462	16.937	0.475	32.34980250	0.147	0.128
OGLE-LMC-ECL-36482	ELL	05:38:21.75	-68:47:02.7	17.833	19.062	1.229	18.37342660	0.165	0.134
OGLE-LMC-ECL-36489	ELL	05:38:24.15	-70:28:29.9	16.770	17.036	0.266	5.81245540	0.140	0.038
